"BoroCT2010","County_name","State_name","Tot_Population_ACS_08_12","Males_ACS_08_12","Females_ACS_08_12","Pop_under_5_ACS_08_12","Pop_5_17_ACS_08_12","Pop_18_24_ACS_08_12","Pop_25_44_ACS_08_12","Pop_45_64_ACS_08_12","Pop_65plus_ACS_08_12","Hispanic_ACS_08_12","NH_White_alone_ACS_08_12","NH_Blk_alone_ACS_08_12","NH_AIAN_alone_ACS_08_12","NH_Asian_alone_ACS_08_12","NH_NHOPI_alone_ACS_08_12","NH_SOR_alone_ACS_08_12","Pop_5yrs_Over_ACS_08_12","Othr_Lang_ACS_08_12","Age5p_Only_English_ACS_08_12","Age5p_Spanish_ACS_08_12","Age5p_French_ACS_08_12","Age5p_FrCreole_ACS_08_12","Age5p_Italian_ACS_08_12","Age5p_Portuguese_ACS_08_12","Age5p_German_ACS_08_12","Age5p_Yiddish_ACS_08_12","Age5p_WGerman_ACS_08_12","Age5p_Scandinavian_ACS_08_12","Age5p_Greek_ACS_08_12","Age5p_Russian_ACS_08_12","Age5p_Polish_ACS_08_12","Age5p_SRBCroatian_ACS_08_12","Age5p_OthSlavic_ACS_08_12","Age5p_Armenian_ACS_08_12","Age5p_Persian_ACS_08_12","Age5p_Gujarati_ACS_08_12","Age5p_Hindi_ACS_08_12","Age5p_Urdu_ACS_08_12","Age5p_OthIndic_ACS_08_12","Age5p_OthEuro_ACS_08_12","Age5p_Chinese_ACS_08_12","Age5p_Japanese_ACS_08_12","Age5p_Korean_ACS_08_12","Age5p_Cambodian_ACS_08_12","Age5p_Hmong_ACS_08_12","Age5p_Thai_ACS_08_12","Age5p_Laotian_ACS_08_12","Age5p_Vietnamese_ACS_08_12","Age5p_OthAsian_ACS_08_12","Age5p_Tagalog_ACS_08_12","Age5p_OthPacIsl_ACS_08_12","Age5p_Navajo_ACS_08_12","Age5p_NativeNAm_ACS_08_12","Age5p_Hungarian_ACS_08_12","Age5p_Arabic_ACS_08_12","Age5p_Hebrew_ACS_08_12","Age5p_African_ACS_08_12","Age5p_OthUnSp_ACS_08_12","Pop_25yrs_Over_ACS_08_12","Not_HS_Grad_ACS_08_12","College_ACS_08_12","Pov_Univ_ACS_08_12","Prs_Blw_Pov_Lev_ACS_08_12","Civ_labor_16plus_ACS_08_12","Civ_emp_16plus_ACS_08_12","Civ_unemp_16plus_ACS_08_12","Civ_labor_16_24_ACS_08_12","Civ_emp_16_24_ACS_08_12","Civ_unemp_16_24_ACS_08_12","Civ_labor_25_44_ACS_08_12","Civ_emp_25_44_ACS_08_12","Civ_unemp_25_44_ACS_08_12","Civ_labor_45_64_ACS_08_12","Civ_emp_45_64_ACS_08_12","Civ_unemp_45_64_ACS_08_12","Civ_labor_65plus_ACS_08_12","Civ_emp_65plus_ACS_08_12","Civ_unemp_65plus_ACS_08_12","Pop_1yr_Over_ACS_08_12","Diff_HU_1yr_Ago_ACS_08_12","Born_US_ACS_08_12","Born_foreign_ACS_08_12","US_Cit_Nat_ACS_08_12","NON_US_Cit_ACS_08_12","ENG_VW_SPAN_ACS_08_12","ENG_VW_INDO_EURO_ACS_08_12","ENG_VW_API_ACS_08_12","ENG_VW_OTHER_ACS_08_12","ENG_VW_ACS_08_12","Rel_Family_HHD_ACS_08_12","MrdCple_Fmly_HHD_ACS_08_12","Not_MrdCple_HHD_ACS_08_12","Female_No_HB_ACS_08_12","NonFamily_HHD_ACS_08_12","Sngl_Prns_HHD_ACS_08_12","HHD_PPL_Und_18_ACS_08_12","Tot_Prns_in_HHD_ACS_08_12","Rel_Child_Under_6_ACS_08_12","HHD_Moved_in_ACS_08_12","PUB_ASST_INC_ACS_08_12","Med_HHD_Inc_ACS_08_12","Aggregate_HH_INC_ACS_08_12","Tot_Housing_Units_ACS_08_12","Tot_Occp_Units_ACS_08_12","Tot_Vacant_Units_ACS_08_12","Renter_Occp_HU_ACS_08_12","Owner_Occp_HU_ACS_08_12","Single_Unit_ACS_08_12","MLT_U2_9_STRC_ACS_08_12","MLT_U10p_ACS_08_12","Mobile_Homes_ACS_08_12","Crowd_Occp_U_ACS_08_12","Occp_U_NO_PH_SRVC_ACS_08_12","No_Plumb_ACS_08_12","Recent_Built_HU_ACS_08_12","Med_House_value_ACS_08_12","Aggr_House_Value_ACS_08_12","Low_Response_Score","avg_Tot_Prns_in_HHD_ACS_08_12"
"4062700","Queens County","New York",2780,1376,1404,173,459,214,932,618,384,1140,1571,0,0,17,9,0,2607,1176,1431,214,0,0,56,0,0,0,0,0,0,0,30,22,0,0,0,0,0,0,0,27,0,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1934,329,244,2780,367,1293,1179,114,134,124,10,773,706,67,376,339,37,10,10,0,2729,389,1891,889,441,448,0,27,0,16,43,714,512,464,194,262,188,404,2777,128,132,18,"$61,761","$65,816,300",1003,976,27,621,355,239,754,10,0,18,21,0,0,"$448,400","$151,639,300",23.774692064,2.8452868852
"4062900","Queens County","New York",2960,1593,1367,220,621,244,1009,629,237,902,1915,94,28,21,0,0,2740,950,1790,98,0,0,15,0,0,0,0,0,0,0,78,26,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,360,459,2960,233,1429,1365,64,160,149,11,862,830,32,407,386,21,0,0,0,2885,219,2410,550,347,203,9,24,0,0,33,717,441,610,233,334,279,450,2955,199,87,16,"$57,029","$75,487,100",1106,1051,55,647,404,157,788,161,0,41,27,32,0,"$445,100","$159,478,000",24.336714907,2.8116079924
"4063000","Queens County","New York",1621,687,934,97,275,113,318,519,299,59,20,1493,0,0,0,0,1524,189,1335,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,182,298,1621,46,854,774,80,127,118,9,281,254,27,396,381,15,50,21,29,1621,132,1089,532,320,212,0,36,0,0,36,460,276,220,167,36,27,235,1619,82,10,10,"$81,328","$50,651,400",552,496,56,25,471,496,56,0,0,0,5,0,0,"$362,900","$177,766,500",21.982683024,3.2641129032
"4063200","Queens County","New York",2053,814,1239,86,387,202,433,620,325,11,0,2029,0,0,0,0,1967,341,1626,0,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378,184,402,2053,126,1060,983,77,162,158,4,410,380,30,452,409,43,36,36,0,2036,286,1371,682,435,247,0,12,0,0,12,495,286,342,179,133,119,254,2053,132,53,4,"$85,608","$57,474,500",695,628,67,19,609,626,69,0,0,32,0,7,0,"$401,500","$225,642,400",22.742148819,3.2691082803
"4063301","Queens County","New York",1142,563,579,31,130,30,380,378,193,256,886,0,0,0,0,0,1111,464,647,76,0,0,118,0,0,0,0,0,0,18,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,202,193,1142,35,625,566,59,40,40,0,367,323,44,195,180,15,23,23,0,1137,53,855,287,227,60,0,75,0,0,75,311,223,290,88,202,176,113,1142,24,37,0,"$55,750","$33,204,400",596,513,83,247,266,111,485,0,0,45,0,21,0,"$532,900","$135,094,500",20.17372219,2.2261208577
"4063302","Queens County","New York",1556,704,852,110,159,139,364,549,235,391,1114,10,15,0,0,0,1446,396,1050,10,0,0,47,0,7,0,0,0,0,44,14,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,103,162,1556,13,850,831,19,72,68,4,318,312,6,410,401,9,50,50,0,1503,60,1057,499,394,105,0,31,0,0,31,414,286,295,116,167,167,184,1556,66,22,0,"$71,045","$57,118,600",636,581,55,197,384,276,360,0,0,8,0,0,0,"$471,500","$182,011,000",19.918826002,2.678141136
"4063500","Queens County","New York",2272,1083,1189,78,452,251,431,629,431,653,1591,20,0,8,0,0,2194,649,1545,121,0,0,104,0,16,0,0,0,0,0,0,25,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1491,220,320,2258,110,1032,971,61,154,120,34,360,350,10,457,440,17,61,61,0,2242,287,1745,527,460,67,29,45,0,0,74,587,475,302,80,190,176,264,2257,63,62,8,"$55,847","$55,350,200",921,777,144,360,417,245,676,0,0,9,0,0,0,"$526,400","$203,776,400",19.885476734,2.9047619048
"4063700","Queens County","New York",2993,1195,1798,116,528,232,675,678,764,738,2076,0,0,122,0,22,2877,963,1914,239,0,0,22,0,45,0,0,0,0,7,13,0,0,0,0,0,0,26,0,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2117,290,491,2993,135,1290,1144,146,204,163,41,494,445,49,500,452,48,92,84,8,2982,320,2226,767,602,165,37,25,15,0,77,766,558,522,197,314,304,435,2993,159,46,15,"$61,649","$82,096,500",1237,1080,157,256,824,748,474,15,0,0,0,0,0,"$503,300","$386,016,600",18.204653269,2.7712962963
"4063800","Queens County","New York",3967,1752,2215,400,716,349,956,1164,382,173,149,3311,14,252,0,0,3567,857,2710,1,33,107,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,64,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502,359,783,3967,607,2002,1834,168,236,203,33,800,759,41,893,799,94,73,73,0,3840,315,2227,1740,1303,437,0,19,0,0,19,877,521,562,284,206,175,569,3950,289,73,65,"$81,563","$96,673,200",1109,1083,26,146,937,951,158,0,0,47,11,0,0,"$421,200","$368,454,200",23.576221788,3.6472760849
"4063900","Queens County","New York",2547,1063,1484,157,371,286,653,718,362,549,1656,38,0,232,0,0,2390,1261,1129,118,0,0,57,0,16,0,0,0,0,17,76,0,0,0,0,0,24,0,0,0,48,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1733,203,612,2539,107,1363,1307,56,261,250,11,606,573,33,468,456,12,28,28,0,2521,100,1483,1064,937,127,31,16,20,0,67,659,545,469,108,355,355,263,2544,138,55,35,"$72,609","$87,396,500",1064,1014,50,532,482,254,514,296,0,30,0,0,0,"$460,800","$216,069,000",21.436384862,2.5088757396
"4064101","Queens County","New York",1930,928,1002,125,194,84,445,647,435,580,1132,24,0,164,0,0,1805,1033,772,263,0,0,0,0,0,5,0,0,0,17,166,12,0,0,19,0,0,0,0,16,34,0,14,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1527,236,433,1930,176,1105,974,131,79,52,27,390,378,12,554,493,61,82,51,31,1879,190,1093,837,543,294,67,105,34,0,206,542,482,389,40,329,329,223,1930,101,69,12,"$52,083","$61,349,000",987,871,116,229,642,60,168,759,0,30,5,21,0,"$201,000","$148,245,000",17.638678616,2.2158438576
"4064102","Queens County","New York",96,32,64,0,0,13,0,26,57,0,96,0,0,0,0,0,96,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,26,10,96,0,23,13,10,0,0,0,0,0,0,13,13,0,10,0,10,96,0,61,35,35,0,0,0,0,0,0,22,22,39,0,39,39,0,96,0,0,0,"$35,139","$2,238,700",61,61,0,10,51,0,23,38,0,0,0,0,0,"$170,600","",18.348778069,1.5737704918
"4064500","Queens County","New York",2091,944,1147,156,234,102,614,699,286,418,1009,26,0,567,0,17,1935,1001,934,20,0,0,25,0,8,0,0,0,21,0,11,0,24,5,0,0,0,0,0,0,198,0,9,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1599,237,601,2091,176,1057,1017,40,62,62,0,495,469,26,452,438,14,48,48,0,2071,55,1428,663,445,218,10,32,69,0,111,532,441,342,71,251,195,229,2084,105,35,41,"$87,083","$82,143,100",816,783,33,270,513,480,328,8,0,29,0,10,0,"$618,300","$290,026,000",20.341601536,2.6615581098
"4064600","Queens County","New York",2765,1251,1514,95,494,143,715,855,463,98,35,2574,0,0,0,23,2670,357,2313,0,30,94,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033,364,493,2718,264,1447,1262,185,120,86,34,640,552,88,580,522,58,107,102,5,2752,258,1719,1046,782,264,0,48,0,0,48,730,408,512,292,190,143,287,2765,85,23,33,"$78,000","$86,086,700",973,920,53,159,761,735,238,0,0,28,14,0,0,"$459,800","$333,942,000",23.61372341,3.0054347826
"4065000","Queens County","New York",2873,1219,1654,86,422,246,754,877,488,46,18,2716,0,0,0,0,2787,288,2499,0,5,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2119,172,659,2873,137,1547,1361,186,135,71,64,667,593,74,687,639,48,58,58,0,2851,122,1782,1091,741,350,0,0,0,0,0,719,432,450,257,163,115,263,2873,91,36,31,"$87,619","$80,897,600",896,882,14,158,724,615,263,18,0,21,33,0,0,"$413,600","$358,829,600",24.526234625,3.2573696145
"4065400","Queens County","New York",2934,1272,1662,188,454,323,843,845,281,283,219,2170,0,158,0,50,2746,1063,1683,26,35,155,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969,120,599,2922,34,1736,1665,71,229,194,35,790,763,27,654,645,9,63,63,0,2908,472,1709,1225,843,382,0,15,0,0,15,715,428,443,262,156,134,416,2934,140,72,0,"$88,603","$83,219,200",930,871,59,191,680,562,368,0,0,20,0,9,0,"$438,500","$289,220,900",26.242364184,3.3685419059
"4065501","Queens County","New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA
"4065600","Queens County","New York",5007,2169,2838,320,1147,463,1275,1309,493,185,232,4411,0,133,0,0,4687,1155,3532,30,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,81,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3077,417,749,4996,267,2522,2296,226,222,191,31,1141,1053,88,1092,985,107,67,67,0,4842,586,2878,2129,1494,635,0,37,0,0,37,1115,650,742,395,277,271,759,5005,244,228,52,"$80,625","$127,215,900",1461,1392,69,506,886,667,794,0,0,102,30,0,0,"$450,700","$382,472,900",27.323946148,3.595545977
"4065702","Queens County","New York",1503,762,741,55,177,94,334,546,297,198,1289,11,0,5,0,0,1448,768,680,18,0,0,93,0,9,0,0,0,0,0,68,10,75,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,262,217,1503,108,673,636,37,18,18,0,272,239,33,361,361,0,22,18,4,1486,52,984,519,299,220,0,69,0,0,69,374,349,299,25,274,260,115,1503,48,42,0,"$70,769","$44,455,400",736,648,88,319,329,151,441,144,0,48,11,0,0,"$542,700","$163,003,000",20.627076601,2.3194444444
"4065703","Queens County","New York",2650,1450,1200,97,405,226,706,807,409,450,2163,3,0,32,0,2,2553,596,1957,73,0,0,70,0,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,0,0,0,1922,231,403,2649,98,1499,1327,172,166,143,23,630,579,51,634,544,90,69,61,8,2639,67,2137,513,268,245,14,38,0,0,52,704,554,443,116,293,243,334,2642,81,92,3,"$70,074","$85,055,500",1036,997,39,400,597,399,497,140,0,26,18,0,0,"$535,300","$281,134,800",18.051354897,2.6499498495
"4065900","Queens County","New York",1699,784,915,53,185,169,516,537,239,129,1454,116,0,0,0,0,1646,296,1350,11,0,0,16,0,22,0,0,0,0,0,27,19,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,84,467,1699,22,951,866,85,110,69,41,413,369,44,411,411,0,17,17,0,1699,115,1459,240,142,98,6,35,0,0,41,467,325,364,96,222,199,139,1699,50,41,0,"$90,694","$62,610,600",744,689,55,185,504,460,171,113,0,0,4,15,0,"$481,500","$213,077,200",16.027044971,2.465892598
"4066000","Queens County","New York",3684,1800,1884,256,668,426,1063,984,287,518,93,2961,0,94,0,18,3428,1493,1935,123,29,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334,283,622,3684,181,2165,1955,210,238,201,37,938,863,75,941,843,98,48,48,0,3673,351,2111,1573,1071,502,0,0,0,0,0,833,416,607,417,190,141,480,3684,260,69,87,"$98,924","$102,240,100",1035,1023,12,358,665,523,496,0,16,79,0,0,0,"$462,200","$299,686,600",26.683264245,3.6011730205
"4066100","Queens County","New York",1519,665,854,64,78,57,514,543,263,140,1337,13,0,29,0,0,1455,326,1129,12,13,0,20,0,36,0,0,0,0,0,33,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,208,377,1519,37,1005,951,54,29,19,10,488,488,0,439,395,44,49,49,0,1519,45,1204,315,250,65,0,20,1,0,21,459,294,314,100,149,115,102,1519,59,37,4,"$78,676","$54,777,500",688,608,80,278,330,249,439,0,0,0,0,0,0,"$600,900","$181,147,000",15.075852846,2.4983552632
"4066300","Queens County","New York",2530,1127,1403,72,402,238,588,742,488,144,2169,0,0,217,0,0,2458,1005,1453,87,27,0,15,0,71,0,0,0,0,8,11,5,10,9,41,0,0,0,0,71,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818,250,722,2530,318,1232,1124,108,78,69,9,495,467,28,563,507,56,96,81,15,2530,74,1615,915,695,220,23,122,0,0,145,631,486,442,116,297,253,254,2530,65,33,23,"$68,581","$76,375,700",982,928,54,78,850,735,231,16,0,0,0,0,0,"$579,000","$477,660,000",16.116602017,2.7262931034
"4066400","Queens County","New York",11197,4620,6577,759,2430,1181,2920,3044,863,392,455,9729,0,476,0,0,10438,2791,7647,78,57,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,6827,773,2337,11122,758,6119,5722,397,718,619,99,2642,2535,107,2596,2434,162,163,134,29,11111,906,6048,5149,3514,1635,0,0,0,0,0,2670,1232,1871,1165,433,358,1687,11180,876,154,152,"$86,279","$304,154,600",3218,3103,115,1157,1946,1385,1833,0,0,331,0,26,0,"$442,400","$833,514,100",28.070783394,3.6029648727
"4066501","Queens County","New York",3484,1601,1883,125,538,181,804,826,1010,192,3242,43,0,0,0,0,3359,1131,2228,20,0,0,188,0,24,0,0,0,9,0,50,34,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2640,563,649,3483,189,1572,1532,40,129,129,0,729,713,16,615,592,23,99,98,1,3477,216,2547,937,688,249,0,112,0,0,112,1000,881,531,87,412,404,439,3479,120,120,13,"$68,138","$117,513,600",1534,1412,122,509,903,331,1167,36,0,65,11,30,0,"$609,600","$499,386,000",17.301953846,2.4638810198
"4066701","Queens County","New York",2764,1348,1416,167,528,121,737,736,475,295,2424,0,0,32,0,0,2597,968,1629,72,0,0,214,0,10,0,0,0,20,0,97,0,9,9,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,329,505,2764,173,1302,1219,83,103,103,0,614,564,50,547,514,33,38,38,0,2725,163,2086,678,410,268,7,107,0,0,114,709,629,388,44,308,269,343,2764,147,83,23,"$78,685","$91,120,600",1083,1017,66,309,708,524,559,0,0,0,32,15,0,"$551,600","$361,325,000",17.886046865,2.7177974435
"4066900","Queens County","New York",1889,819,1070,155,250,95,480,598,311,151,1639,20,0,79,0,0,1734,561,1173,0,0,0,71,0,0,0,0,0,0,0,62,5,29,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,63,0,0,0,0,0,5,0,0,0,1389,208,492,1889,47,924,882,42,15,11,4,383,366,17,497,476,21,29,29,0,1858,184,1526,363,267,96,0,73,12,0,85,491,401,267,90,177,139,230,1889,117,20,22,"$83,036","$55,813,200",709,668,41,203,465,435,254,20,0,36,0,0,0,"$614,900","$257,204,700",16.124933727,2.8278443114
"4067100","Queens County","New York",2168,1128,1040,122,278,192,422,691,463,240,1689,22,0,137,0,0,2046,734,1312,25,0,0,74,0,13,0,0,0,8,8,62,31,58,0,0,0,0,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,299,558,2168,117,1046,957,89,143,101,42,347,325,22,503,486,17,53,45,8,2132,55,1584,584,463,121,0,114,14,0,128,617,549,304,57,236,216,212,2168,101,14,4,"$66,648","$67,833,700",882,853,29,57,796,824,58,0,0,0,0,0,0,"$555,500","$429,463,800",13.268656413,2.5416178195
"4067700","Queens County","New York",1788,924,864,24,288,168,382,570,356,45,1486,0,0,257,0,0,1764,464,1300,3,0,0,37,0,4,0,0,0,4,5,8,0,0,0,0,0,0,0,0,8,51,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1308,122,399,1788,77,992,931,61,126,85,41,337,329,8,479,467,12,50,50,0,1788,69,1385,403,355,48,0,24,16,0,40,494,412,264,52,182,173,205,1788,31,40,0,"$83,000","$66,059,200",744,676,68,163,513,464,275,5,0,26,14,26,0,"$579,500","$279,379,200",16.159835613,2.6449704142
"4067900","Queens County","New York",4174,1785,2389,96,430,285,1138,1152,1073,1481,2179,86,0,407,0,0,4078,2900,1178,625,0,0,9,0,0,0,0,0,0,497,39,12,45,0,0,0,8,0,4,66,47,0,77,0,0,0,0,0,18,0,15,0,0,18,133,0,0,16,3363,586,1088,3795,599,1983,1914,69,136,124,12,978,939,39,797,787,10,72,64,8,4165,420,1591,2583,1635,948,133,266,32,45,476,934,576,1041,299,683,621,289,3789,110,111,8,"$47,962","$100,043,400",1712,1617,95,1203,414,324,201,1187,0,170,76,28,0,"$546,000","$216,182,000",21.442491054,2.3432282004
"4068000","Queens County","New York",5028,2450,2578,377,792,495,1278,1428,658,454,67,4361,1,97,0,0,4651,1240,3411,25,23,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,86,0,0,0,0,0,0,17,0,3364,311,913,5025,239,2639,2400,239,319,229,90,1107,1045,62,1147,1060,87,66,66,0,4917,191,3062,1966,1191,775,0,0,18,0,18,1201,586,846,536,231,211,635,5023,277,50,136,"$76,737","$117,228,800",1561,1432,129,353,1079,965,551,29,16,74,0,16,0,"$449,200","$457,374,600",27.219481536,3.5076815642
"4068200","Queens County","New York",1260,466,794,72,244,220,259,356,109,13,0,1199,0,17,0,0,1188,190,998,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,58,174,1260,77,633,610,23,119,119,0,221,198,23,255,255,0,38,38,0,1260,240,740,520,327,193,0,17,0,0,17,294,138,233,133,77,67,150,1260,53,78,27,"$92,813","$29,983,800",396,371,25,147,224,181,199,16,0,12,28,0,0,"$409,400","$84,721,200",27.497130774,3.3962264151
"4068300","Queens County","New York",4331,2131,2200,185,618,274,1244,1276,734,2146,311,257,0,1475,0,0,4146,3495,651,1041,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,14,142,19,94,0,374,0,0,0,0,38,0,9,14,0,0,0,0,0,142,0,0,0,3254,783,1125,4317,624,2215,2147,68,136,108,28,998,984,14,1010,984,26,71,71,0,4282,90,1329,3002,1581,1421,250,74,195,28,547,1189,664,941,294,416,389,515,4322,174,101,123,"$57,747","$105,958,400",1680,1605,75,1078,527,25,137,1518,0,217,0,0,0,"$245,100","$152,755,000",25.59800917,2.692834891
"4068700","Queens County","New York",4831,2235,2596,471,452,118,1739,1428,623,644,1494,36,0,2473,0,28,4360,3307,1053,209,13,0,0,0,0,25,0,0,0,273,45,0,8,0,0,0,111,0,36,71,349,0,17,0,0,41,0,0,80,51,133,0,0,0,36,25,0,0,3790,359,2030,4821,481,2610,2451,159,35,25,10,1481,1448,33,940,854,86,154,124,30,4781,358,1839,2992,1904,1088,33,221,222,43,519,1267,887,1091,297,711,585,524,4831,368,129,11,"$57,176","$164,872,400",2025,1978,47,1110,868,614,185,1218,8,73,36,30,0,"$509,600","$382,414,500",22.076086679,2.4423660263
"4069000","Queens County","New York",3574,1807,1767,180,676,499,940,937,342,8,24,3462,0,27,0,8,3394,396,2998,20,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2219,490,646,3574,182,2030,1898,132,322,243,79,797,777,20,788,769,19,123,109,14,3556,152,2073,1501,767,734,20,14,0,0,34,802,431,634,336,263,235,454,3571,158,21,53,"$85,327","$97,001,700",1076,1065,11,332,733,535,541,0,0,48,28,0,0,"$425,700","$299,855,000",28.548895449,3.3530516432
"4069300","Queens County","New York",2481,1235,1246,94,360,201,845,639,342,594,1026,39,0,731,0,16,2387,1690,697,177,0,0,3,0,0,0,0,0,0,212,0,0,0,0,0,109,38,10,15,0,238,14,0,0,0,0,0,0,0,0,0,0,0,8,63,0,0,0,1826,235,788,2481,220,1325,1241,84,95,70,25,695,667,28,489,474,15,46,30,16,2453,106,1066,1415,690,725,35,95,96,24,250,610,473,670,71,533,507,273,2481,115,61,17,"$52,672","$81,212,300",1174,1143,31,896,247,124,119,922,9,106,6,0,0,"$423,900","$98,264,000",23.204812289,2.1706036745
"4069400","Queens County","New York",2552,1153,1399,150,493,231,785,674,219,364,57,2058,0,29,0,0,2402,348,2054,18,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1678,202,397,2521,287,1425,1319,106,187,129,58,646,629,17,578,547,31,14,14,0,2513,418,1519,1033,694,339,0,15,0,0,15,646,315,601,249,270,203,364,2533,133,100,32,"$89,722","$83,143,600",999,916,83,399,517,334,647,18,0,7,6,0,32,"$475,700","$234,226,500",29.426497794,2.7652838428
"4069500","Queens County","New York",2077,913,1164,71,168,219,667,564,388,608,742,0,0,644,0,13,2006,1435,571,192,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,9,0,0,0,19,259,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,154,780,2069,159,1197,1035,162,174,139,35,574,534,40,388,322,66,61,40,21,2072,190,917,1160,938,222,32,59,104,0,195,570,380,517,148,327,242,156,2077,58,50,0,"$54,063","$80,988,200",931,897,34,494,403,351,238,337,0,52,22,16,0,"$607,100","$232,585,000",20.983637348,2.3154960981
"4069701","Queens County","New York",3607,1903,1704,267,413,267,1364,866,430,917,1664,183,0,806,0,0,3340,2369,971,189,18,0,0,0,10,6,0,0,0,336,41,26,0,0,0,0,0,0,0,20,273,17,83,0,0,0,0,0,16,0,0,0,0,8,14,0,0,0,2660,234,1206,3607,538,2165,1913,252,197,137,60,1163,1029,134,726,671,55,79,76,3,3594,161,1873,1734,1118,616,45,180,154,7,386,843,613,1077,116,847,738,422,3598,234,167,9,"$48,854","$94,882,600",1792,1690,102,1374,316,36,202,1547,7,136,24,11,0,"$292,900","$98,205,000",23.877099113,2.1289940828
