time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1983-05-02T23:55:29.480Z,36.1011667,-120.2003333,4.813,4.08,ml,15,103,,0.83,ci,ci1105861,2016-04-02T18:40:27.267Z,"13km NNW of Avenal, CA",earthquake,3.02,31.61,0.253,8,reviewed,ci,ci
1983-05-02T23:54:49.000Z,36.25,-120.3,6,4.1,ml,,,,,ci,ci12327423,2016-04-01T21:43:40.809Z,"13km NNE of Coalinga, CA",earthquake,,,0.084,3,reviewed,ci,ci
1983-05-02T23:52:30.950Z,36.25,-120.3,5.127,3.93,ml,2,332,1.593,1.21,ci,ci12327419,2016-02-03T00:06:42.490Z,"13km NNE of Coalinga, CA",earthquake,99,31.61,0.157,6,reviewed,ci,ci
1983-05-02T23:46:00.430Z,36.23,-120.3,5.127,5.57,ml,2,332,1.586,2.66,ci,ci12327415,2016-02-03T00:06:42.040Z,"11km NNE of Coalinga, CA",earthquake,99,31.61,0.131,16,reviewed,ci,ci
1983-05-02T23:42:37.810Z,36.2316667,-120.312,8.993,6.07,ml,15,240,0.2994,0.77,ci,ci1105860,2016-04-02T04:12:12.682Z,"11km NNE of Coalinga, CA",earthquake,99,31.61,0.112,6,reviewed,ci,ci
1983-05-02T17:58:00.560Z,37.0925,-121.3958333,-1.177,4.02,ml,5,254,,0.36,ci,ci1105829,2016-02-03T00:06:41.580Z,"18km ENE of Gilroy, CA",earthquake,2.65,31.61,0.06,3,reviewed,ci,ci
1983-04-23T04:05:25.790Z,36.2661667,-120.8668333,4.813,3.22,mh,3,317,0.2051,0.1,ci,ci12327039,2016-02-02T22:48:05.890Z,"24km ENE of King City, CA",earthquake,3.7,31.61,0.149,9,reviewed,ci,ci
1983-04-22T09:12:37.230Z,36.1403333,-120.8933333,4.813,3.46,ml,6,281,0.1848,0.66,ci,ci12326951,2016-02-03T04:09:23.600Z,"22km ESE of King City, CA",earthquake,6.51,31.61,0.151,5,reviewed,ci,ci
1983-04-21T11:37:39.830Z,36.1671667,-120.047,5.347,3.32,ml,6,140,,0.35,ci,ci12326879,2016-02-02T20:10:22.750Z,"6km SE of Huron, CA",earthquake,1.52,31.61,0.07,10,reviewed,ci,ci
1983-04-21T09:49:13.880Z,36.723,-121.3966667,5.127,3.39,ml,2,342,2.59,0.18,ci,ci12326875,2016-02-03T01:27:02.930Z,"10km SSW of Ridgemark, CA",earthquake,4.11,31.61,0.035,2,reviewed,ci,ci
1983-04-21T08:09:59.400Z,37.257,-122.163,8,3.4,ml,,,,,us,usp0001umq,2014-11-07T00:33:00.395Z,Northern California,earthquake,,,,,reviewed,brk,brk
1983-04-19T04:27:59.700Z,38.79,-122.662,5,3,ml,,,,0.9,us,usp0001ujm,2014-11-07T00:33:00.191Z,Northern California,earthquake,,,,,reviewed,us,brk
1983-04-07T07:35:48.000Z,39.128,-123.122,6,4.1,mb,,,,,us,usp0001u83,2014-11-07T00:32:57.213Z,Northern California,earthquake,,,,2,reviewed,brk,us
1983-03-28T09:32:39.920Z,36.7033333,-120.9991667,4.813,3.7,ml,7,225,,0.89,ci,ci1103828,2016-04-02T07:10:29.408Z,"35km ESE of Ridgemark, CA",earthquake,4.6,31.61,0.043,5,reviewed,ci,ci
1983-03-23T16:48:23.690Z,38.828,-119.735,5,3.1,ml,,,,1,us,usp0001tvp,2014-11-07T00:32:50.516Z,Nevada,earthquake,,,,,reviewed,us,brk
1983-03-21T06:36:12.980Z,35.9611667,-119.9146667,4.932,3.14,ml,10,96,,0.59,ci,ci1103460,2016-04-02T00:44:12.899Z,"7km SE of Kettleman City, CA",earthquake,1.75,31.61,0.046,3,reviewed,ci,ci
1983-03-21T00:38:23.580Z,36.0413333,-119.758,4.907,3.2,mc,12,94,,0.51,ci,ci1103450,2016-02-02T22:36:32.010Z,"19km ENE of Kettleman City, CA",earthquake,1.39,31.61,,20,reviewed,ci,ci
1983-03-12T17:15:00.390Z,38.817,-122.787,1,3.1,ml,,,,,us,usp0001tkr,2014-11-07T00:32:49.053Z,Northern California,earthquake,,,,,reviewed,brk,brk
1983-02-28T16:31:33.140Z,36.0818333,-120.3593333,4.953,3.34,ml,9,119,,0.74,ci,ci1102073,2016-04-02T16:40:35.810Z,"6km S of Coalinga, CA",earthquake,1.89,31.61,0.084,4,reviewed,ci,ci
1983-02-20T04:23:56.680Z,37.422,-119.803,5.726,3.03,mc,0,146.1,,0.267,ci,ci1100540,2016-02-02T21:16:20.750Z,"9km NW of Ahwahnee, CA",earthquake,,,,9,reviewed,ci,ci
1983-02-05T12:01:25.070Z,36.6453333,-121.1181667,4.813,4.08,ml,8,233,,0.8,ci,ci1101387,2016-04-01T21:20:01.314Z,"29km SE of Ridgemark, CA",earthquake,3.16,31.61,0.209,24,reviewed,ci,ci
1983-02-04T16:12:12.900Z,37.578,-121.972,9,3,ml,,,,,us,usp0001suc,2014-11-07T00:32:38.080Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1983-01-26T22:03:31.670Z,36.073,-120.661,4.953,3.06,mc,0,196.9,,0.557,ci,ci503259,2016-02-02T21:15:26.640Z,"28km WSW of Coalinga, CA",earthquake,,,,15,reviewed,ci,ci
1983-01-09T14:58:57.010Z,39.115,-119.555,5,3.8,ml,,,,0.9,us,usp0001s3w,2014-11-07T00:32:28.088Z,Nevada,earthquake,,,,,reviewed,us,brk
1983-01-07T01:53:46.060Z,39.015,-119.989,4.803,3.33,mh,0,344.4,,2.21,ci,ci3094656,2016-02-02T21:27:43.920Z,"8km WNW of Kingsbury, NV",earthquake,,,0.21,6,reviewed,ci,ci
1983-01-06T05:57:30.250Z,36.4795,-121.7458333,-1.268,3.59,ml,4,307,,2.18,ci,ci503627,2016-02-03T01:26:05.180Z,"4km SSE of Carmel Valley Village, CA",earthquake,32,31.61,0.255,4,reviewed,ci,ci
1982-12-26T10:04:25.000Z,36.808,-121.553,6,3.5,ml,,,,,us,usp0001rrm,2014-11-07T00:32:22.247Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-12-26T09:59:46.500Z,38.805,-122.808,1,3.2,ml,,,,,us,usp0001rrk,2014-11-07T00:32:22.245Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-12-14T06:46:09.900Z,36.907,-121.483,6,3.2,ml,,,,,us,usp0001rez,2014-11-07T00:32:20.686Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-12-07T23:05:38.900Z,36.915,-121.702,11,3.1,ml,,,,,us,usp0001rag,2014-11-07T00:32:18.958Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-12-02T16:02:43.890Z,39.167,-122.327,5,3.1,ml,,,,1.2,us,usp0001r87,2014-11-07T00:32:17.713Z,Northern California,earthquake,,,,,reviewed,us,brk
1982-11-26T09:29:49.100Z,38.283,-122.155,15,3.4,ml,,,,,us,usp0001r43,2014-11-07T00:32:14.042Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-11-13T20:18:20.500Z,36.682,-121.212,10,3.7,ml,,,,,us,usp0001qwr,2014-11-07T00:32:11.726Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-11-10T04:17:27.130Z,38.738,-122.64,5,3,ml,,,,0.9,us,usp0001qtc,2014-11-07T00:32:10.194Z,Northern California,earthquake,,,,,reviewed,us,brk
1982-11-04T15:10:41.000Z,38.435,-122.258,5,3.2,ml,,,,,us,usp0001qq9,2014-11-07T00:32:09.053Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-10-29T00:52:11.140Z,36.336,-120.44,5.347,3.42,ml,0,136.9,,0.364,ci,ci512069,2016-02-02T22:16:33.390Z,"23km NNW of Coalinga, CA",earthquake,,,,10,reviewed,ci,ci
1982-10-27T21:29:39.380Z,36.324,-120.426,5.347,3.41,ml,0,132.9,,0.668,ci,ci512008,2016-02-03T03:38:40.680Z,"21km NNW of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1982-10-26T20:42:30.440Z,36.346,-120.457,5.347,3.37,mc,0,140.9,,0.485,ci,ci511950,2016-02-02T20:57:42.030Z,"24km NNW of Coalinga, CA",earthquake,,,,20,reviewed,ci,ci
1982-10-26T15:48:43.750Z,36.322,-120.444,5.347,3.5,ml,0,135.3,,0.302,ci,ci511941,2016-02-02T22:16:13.360Z,"22km NNW of Coalinga, CA",earthquake,,,,5,reviewed,ci,ci
1982-10-26T13:24:14.790Z,36.322,-120.464,4.813,3.31,mc,0,138.6,,0.365,ci,ci511937,2016-02-02T19:38:58.910Z,"22km NNW of Coalinga, CA",earthquake,,,,19,reviewed,ci,ci
1982-10-25T23:35:20.200Z,36.319,-120.412,5.347,3.5,ml,0,130,,0.437,ci,ci511911,2016-02-03T02:18:10.280Z,"20km NNW of Coalinga, CA",earthquake,,,,5,reviewed,ci,ci
1982-10-25T23:32:35.020Z,36.351,-120.401,4.813,3.46,mc,0,133.4,,0.14,ci,ci511910,2016-02-02T19:38:54.640Z,"24km N of Coalinga, CA",earthquake,,,,26,reviewed,ci,ci
1982-10-25T23:32:03.470Z,36.321,-120.433,5.347,3.12,ml,0,133.4,,0.378,ci,ci511909,2016-02-03T03:38:30.270Z,"21km NNW of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1982-10-25T23:15:54.430Z,36.322,-120.424,5.347,3.97,ml,0,132.2,,0.536,ci,ci511908,2016-02-03T02:18:09.530Z,"21km NNW of Coalinga, CA",earthquake,,,,14,reviewed,ci,ci
1982-10-25T23:12:18.020Z,36.311,-120.397,5.347,4.31,ml,0,126.7,,0.533,ci,ci511907,2016-02-02T22:16:07.940Z,"19km N of Coalinga, CA",earthquake,,,,13,reviewed,ci,ci
1982-10-25T22:39:13.060Z,36.34,-120.451,5.347,3.12,mc,0,139.2,,0.592,ci,ci511902,2016-02-02T22:16:06.400Z,"24km NNW of Coalinga, CA",earthquake,,,,14,reviewed,ci,ci
1982-10-25T22:34:31.700Z,36.343,-120.491,5.881,3.51,ml,0,234.6,,0.716,ci,ci511901,2016-02-02T20:57:38.910Z,"25km NNW of Coalinga, CA",earthquake,,,,7,reviewed,ci,ci
1982-10-25T22:26:04.220Z,36.291,-120.404,5.347,5.55,ml,0,124.3,,0.681,ci,ci509322,2016-02-03T00:51:18.410Z,"17km NNW of Coalinga, CA",earthquake,,,,8,reviewed,ci,ci
1982-10-25T20:37:32.290Z,36.335,-120.437,5.347,3.1,ml,0,136.2,,0.454,ci,ci511896,2016-02-03T00:55:04.030Z,"23km NNW of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1982-10-24T18:34:45.860Z,36.64,-121.24,5,3,ml,,,,0.9,us,usp0001qga,2014-11-07T00:32:04.700Z,Central California,earthquake,,,,,reviewed,us,brk
1982-10-22T00:59:01.090Z,36.607,-121.259,4.813,3.01,mc,0,234.2,,0.585,ci,ci509338,2016-02-02T20:53:53.310Z,"20km NE of Gonzales, CA",earthquake,,,,13,reviewed,ci,ci
1982-10-19T22:04:00.700Z,37.025,-121.735,11,3.7,ml,,,,,us,usp0001qc5,2014-11-07T00:32:03.242Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-10-12T01:21:29.660Z,36.278,-120.988,4.813,3.2,mc,0,221.3,,0.523,ci,ci508818,2016-02-02T20:53:10.180Z,"15km ENE of King City, CA",earthquake,,,,19,reviewed,ci,ci
1982-09-28T00:32:12.210Z,38.328,-119.392,5.572,3.45,mc,0,227.6,,0.426,ci,ci508317,2016-02-02T22:10:45.970Z,"51km S of Smith Valley, NV",earthquake,,,,8,reviewed,ci,ci
1982-09-25T21:31:17.300Z,36.663,-121.34,7,3.2,ml,,,,,us,usp0001pu5,2014-11-07T00:31:54.796Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-09-25T21:01:22.300Z,36.658,-121.337,6,3.2,ml,,,,,us,usp0001pu4,2014-11-07T00:31:54.795Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-09-25T21:01:12.000Z,36.658,-121.337,6,3,ml,,,,,us,usp0001pu3,2014-11-07T00:31:54.792Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-09-25T18:42:06.200Z,36.653,-121.345,6,3.5,ml,,,,,us,usp0001pu1,2014-11-07T00:31:54.788Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-09-25T04:20:04.800Z,36.673,-121.33,6,3.9,ml,,,,,us,usp0001pth,2014-11-07T00:31:54.702Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-09-24T08:05:55.400Z,36.728,-121.335,5,3.7,mb,,,,,us,usp0001psw,2014-11-07T00:31:54.614Z,Central California,earthquake,,,,1,reviewed,brk,us
1982-09-11T11:59:32.300Z,37.412,-121.773,8,3,ml,,,,,us,usp0001phb,2014-11-07T00:31:53.083Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1982-09-08T12:11:37.480Z,36.653,-121.298,5,3.4,ml,,,,0.8,us,usp0001pfh,2014-11-07T00:31:52.453Z,Central California,earthquake,,,,,reviewed,us,brk
1982-09-08T11:54:57.910Z,36.67,-121.29,5,3.3,ml,,,,0.8,us,usp0001pfg,2014-11-07T00:31:52.449Z,Central California,earthquake,,,,,reviewed,us,brk
1982-09-08T04:39:12.550Z,36.673,-121.29,5,3.1,ml,,,,0.9,us,usp0001pf8,2014-11-07T00:31:52.363Z,Central California,earthquake,,,,,reviewed,us,brk
1982-09-07T21:38:33.590Z,36.668,-121.291,5,3.2,ml,,,,0.9,us,usp0001pf6,2014-11-07T00:31:52.309Z,Central California,earthquake,,,,,reviewed,us,brk
1982-08-31T03:11:03.580Z,36.624,-121.763,4.813,4.23,ml,0,247,,0.378,ci,ci507166,2016-02-02T20:49:22.270Z,"7km ENE of Del Rey Oaks, CA",earthquake,,,,14,reviewed,ci,ci
1982-08-28T01:03:11.300Z,37.845,-121.782,15,3.8,ml,,,,,us,usp0001p9k,2014-11-07T00:31:47.616Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1982-08-24T22:33:36.600Z,37.468,-121.815,6,4,ml,,,,,us,usp0001p82,2014-11-07T00:31:47.439Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1982-08-21T14:31:26.400Z,37.677,-121.967,10,3.3,ml,,,,,us,usp0001p66,2014-11-07T00:31:47.138Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1982-08-18T08:43:49.700Z,37.025,-121.745,12,4.3,mb,,,,,us,usp0001p43,2014-11-07T00:31:46.780Z,Northern California,earthquake,,,,3,reviewed,brk,us
1982-08-18T08:43:00.000Z,37.034,-122.301,13.813,4.35,ml,0,274.3,,10.563,ci,ci506681,2016-02-02T22:07:18.370Z,"13km W of Bonny Doon, CA",earthquake,,,,12,reviewed,ci,ci
1982-08-17T14:17:08.260Z,38.665,-119.582,5.572,3.17,mc,0,254.9,,0.3,ci,ci506656,2016-02-03T03:29:30.080Z,"24km WSW of Smith Valley, NV",earthquake,,,,5,reviewed,ci,ci
1982-08-12T06:53:05.800Z,36.628,-121.3,10,3.4,ml,,,,,us,usp0001nzu,2014-11-07T00:31:45.720Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-08-11T07:46:43.200Z,36.638,-121.308,9,4.6,mb,,,,,us,usp0001nys,2014-11-07T00:31:45.165Z,Central California,earthquake,,,,2,reviewed,brk,us
1982-08-10T02:24:00.300Z,36.598,-121.258,7,3.5,ml,,,,,us,usp0001nxw,2014-11-07T00:31:45.004Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-08-10T02:11:29.600Z,36.597,-121.242,5,3.9,mb,,,,,us,usp0001nxv,2014-11-07T00:31:44.962Z,Central California,earthquake,,,,1,reviewed,brk,us
1982-08-04T15:41:31.600Z,38.915,-122.68,5,3,ml,,,,,us,usp0001nue,2014-11-07T00:31:42.919Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-07-18T10:16:41.400Z,36.887,-121.503,8,3.5,ml,,,,,us,usp0001nfz,2014-11-07T00:31:37.374Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-07-05T09:02:37.100Z,36.667,-121.357,8,3.2,ml,,,,,us,usp0001n9j,2014-11-07T00:31:34.883Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-06-27T05:20:02.410Z,35.975,-120.476,4.932,3.57,ml,0,151.1,,0.343,ci,ci504578,2016-02-02T22:15:48.240Z,"9km NNW of Parkfield, CA",earthquake,,,,7,reviewed,ci,ci
1982-06-25T03:58:23.880Z,35.974,-120.488,4.852,4.19,ml,0,142.3,,0.277,ci,ci504481,2016-02-02T20:57:06.420Z,"10km NNW of Parkfield, CA",earthquake,,,,9,reviewed,ci,ci
1982-06-19T10:17:33.320Z,36.576,-121.068,4.813,4.09,ml,0,230.2,,0.654,ci,ci533052,2016-02-02T20:59:08.420Z,"29km NE of Soledad, CA",earthquake,,,,12,reviewed,ci,ci
1982-06-16T00:38:19.500Z,36.53,-121.072,6,3.1,ml,,,,,us,usp0001myf,2014-11-07T00:31:28.250Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-06-14T23:53:23.120Z,36.586,-120.313,5.347,3.05,ml,0,143.1,,0.366,ci,ci532442,2016-02-02T23:35:30.000Z,"11km WSW of San Joaquin, CA",earthquake,,,,3,reviewed,ci,ci
1982-06-14T20:29:18.300Z,38.778,-122.912,6,3.2,ml,,,,,us,usp0001mxh,2014-11-07T00:31:28.006Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-06-13T00:04:35.300Z,37.017,-121.492,8,3.1,ml,,,,,us,usp0001mw2,2014-11-07T00:31:27.564Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-06-05T09:54:24.100Z,38.783,-119.898,35,3.9,ml,,,,,us,usp0001mq3,2014-11-07T00:31:25.151Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-06-05T00:56:20.200Z,36.907,-121.708,7,3.2,ml,,,,,us,usp0001mpy,2014-11-07T00:31:25.098Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-05-29T13:07:25.900Z,38.763,-122.61,5,3.3,ml,,,,,us,usp0001mk3,2014-11-07T00:31:20.659Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-05-29T13:02:25.200Z,38.785,-122.822,5,4.3,mb,,,,,us,usp0001mk2,2014-11-07T00:31:20.639Z,Northern California,earthquake,,,,1,reviewed,brk,us
1982-05-22T03:32:03.800Z,37.038,-121.503,9,3.5,ml,,,,,us,usp0001mf0,2014-11-07T00:31:19.549Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-05-11T22:37:29.800Z,36.62,-121.295,5,3.6,ml,,,,,us,usp0001m89,2014-11-07T00:31:17.738Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-05-10T18:13:51.400Z,36.635,-121.283,3,3.1,ml,,,,,us,usp0001m7g,2014-11-07T00:31:17.535Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-05-10T18:10:57.200Z,36.623,-121.283,4,3,ml,,,,,us,usp0001m7f,2014-11-07T00:31:17.528Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-05-02T13:37:53.800Z,37.033,-121.49,6,3.1,ml,,,,,us,usp0001m26,2014-11-07T00:31:14.800Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-04-25T02:59:35.300Z,37.423,-121.767,5,3.1,ml,,,,,us,usp0001kx7,2014-11-07T00:31:10.915Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1982-04-11T05:30:29.000Z,36.622,-121.318,8,3.3,ml,,,,,us,usp0001kmv,2014-11-07T00:31:07.534Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-04-03T14:04:32.980Z,36.259,-120.362,4.953,3.05,ml,0,113.4,,0.33,ci,ci528143,2016-02-03T00:47:14.000Z,"13km N of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1982-03-30T01:24:46.100Z,37.847,-121.795,16,3.1,ml,,,,,us,usp0001ker,2014-11-07T00:31:02.679Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1982-03-26T13:24:00.200Z,37.797,-122.208,4,3.1,ml,,,,,us,usp0001kc5,2014-11-07T00:31:02.066Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1982-03-25T02:27:32.500Z,38.797,-122.803,2,3.4,ml,,,,,us,usp0001kb3,2014-11-07T00:31:01.779Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-03-24T04:20:31.300Z,38.478,-122.647,5,3,ml,,,,,us,usp0001kam,2014-11-07T00:31:01.647Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-03-06T13:11:14.000Z,37.03,-121.43,10,3,ml,,,,,us,usp0001jzr,2014-11-07T00:30:57.845Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-02-28T20:17:51.600Z,38.777,-122.768,4,3.3,ml,,,,,us,usp0001jwq,2014-11-07T00:30:54.017Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-02-16T01:42:17.100Z,36.82,-121.602,5,3,ml,,,,,us,usp0001jnr,2014-11-07T00:30:51.682Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-02-11T08:16:33.200Z,36.813,-121.292,5,3.2,ml,,,,,us,usp0001jk6,2014-11-07T00:30:50.736Z,Central California,earthquake,,,,,reviewed,brk,brk
1982-01-27T23:42:01.700Z,37,-121.715,1,3,ml,,,,,us,usp0001jbu,2014-11-07T00:30:44.161Z,Northern California,earthquake,,,,,reviewed,brk,brk
1982-01-23T11:04:29.360Z,37.495,-119.409,5.881,3.04,ml,0,153.7,,0.124,ci,ci104908,2016-02-02T23:22:32.110Z,"28km NE of Oakhurst, CA",earthquake,,,,6,reviewed,ci,ci
1982-01-19T07:13:09.300Z,37.828,-122.232,10,3.3,ml,,,,,us,usp0001j4b,2014-11-07T00:30:41.429Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1981-12-20T07:41:49.700Z,38.29,-122.623,5,3.2,ml,,,,,us,usp0001hhm,2014-11-07T00:30:32.544Z,Northern California,earthquake,,,,,reviewed,brk,brk
1981-12-18T14:41:44.900Z,38.277,-122.632,5,3.1,ml,,,,,us,usp0001hfx,2014-11-07T00:30:32.073Z,Northern California,earthquake,,,,,reviewed,brk,brk
1981-12-12T15:11:09.100Z,37.383,-122.275,9,3.8,ml,,,,,us,usp0001hcp,2014-11-07T00:30:31.179Z,Northern California,earthquake,,,,,reviewed,brk,brk
1981-12-10T11:57:37.800Z,38.798,-122.563,6,3.3,ml,,,,,us,usp0001hbp,2014-11-07T00:30:30.714Z,Northern California,earthquake,,,,,reviewed,brk,brk
1981-11-18T16:15:49.190Z,37.501,-119.411,5.881,3.95,ml,0,123.5,,0.291,ci,ci527175,2016-02-02T20:12:45.440Z,"28km NE of Oakhurst, CA",earthquake,,,0.155,13,reviewed,ci,ci
1981-11-16T07:29:53.780Z,36.494,-120.998,4.813,3.32,ml,0,220.2,,0.265,ci,ci527081,2016-02-03T04:12:02.470Z,"29km NE of Greenfield, CA",earthquake,,,0.047,6,reviewed,ci,ci
1981-10-31T08:59:07.900Z,38.77,-122.712,3,3,ml,,,,,us,usp0001gr7,2014-11-07T00:30:16.686Z,Northern California,earthquake,,,,,reviewed,brk,brk
1981-10-09T18:55:28.900Z,38.768,-122.683,5,3.2,ml,,,,,us,usp0001gcd,2014-11-07T00:30:12.936Z,Northern California,earthquake,,,,,reviewed,brk,brk
1981-09-30T03:14:03.580Z,39.149,-119.594,8.1,3.4,ml,,,,0.9,us,usp0001g64,2014-11-07T00:30:08.146Z,Nevada,earthquake,,2.3,,,reviewed,us,brk
1981-09-28T07:34:39.100Z,36.792,-121.587,5,4.2,mb,,,,,us,usp0001g58,2014-11-07T00:30:08.001Z,Central California,earthquake,,,,2,reviewed,brk,us
1981-09-26T14:03:51.980Z,36.202,-120.451,5.093,3.21,ml,0,227.3,,0.488,ci,ci523640,2016-02-03T04:11:42.780Z,"11km NW of Coalinga, CA",earthquake,,,0.233,7,reviewed,ci,ci
1981-09-24T14:00:26.300Z,36.787,-121.58,4,3.3,ml,,,,,us,usp0001g2p,2014-11-07T00:30:07.206Z,Central California,earthquake,,,,,reviewed,brk,brk
1981-09-14T08:19:38.800Z,36.657,-121.333,5,3.1,ml,,,,,us,usp0001fvs,2014-11-07T00:30:05.705Z,Central California,earthquake,,,,,reviewed,brk,brk
1981-08-27T10:01:24.800Z,37.832,-121.795,13,3,ml,,,,,us,usp0001fh5,2014-11-07T00:29:58.717Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1981-08-22T12:30:57.800Z,38.83,-122.79,3,3.3,ml,,,,,us,usp0001fe1,2014-11-07T00:29:57.255Z,Northern California,earthquake,,,,,reviewed,brk,brk
1981-08-21T12:00:35.000Z,36.802,-121.617,5,3,ml,,,,,us,usp0001fde,2014-11-07T00:29:57.168Z,Central California,earthquake,,,,,reviewed,brk,brk
1981-08-14T12:49:59.600Z,36.773,-121.293,9,4.2,ml,,,,,us,usp0001f9h,2014-11-07T00:29:55.987Z,Central California,earthquake,,,,,reviewed,brk,brk
1981-08-04T13:27:10.200Z,36.708,-121.408,3,3,ml,,,,,us,usp0001f3u,2014-11-07T00:29:53.386Z,Central California,earthquake,,,,,reviewed,brk,brk
1981-07-25T21:48:13.480Z,36.604,-121.066,4.813,3.25,ml,0,215.4,,0.608,ci,ci520101,2016-02-02T21:30:43.630Z,"31km NE of Soledad, CA",earthquake,,,0.15,5,reviewed,ci,ci
1981-06-26T01:43:27.130Z,36.643,-121.25,4.813,3.16,mc,0,296.2,,0.387,ci,ci518319,2016-02-02T23:46:13.300Z,"22km SSE of Ridgemark, CA",earthquake,,,,22,reviewed,ci,ci
1981-06-25T00:01:21.440Z,36.5253333,-120.6288333,5.347,3.08,ml,8,181,,0.24,ci,ci518249,2016-04-01T23:53:22.618Z,"34km SW of Mendota, CA",earthquake,1.36,31.61,0.407,6,reviewed,ci,ci
1981-06-13T04:48:23.450Z,36.2011667,-120.1921667,5.262,3.02,mc,11,83,,0.57,ci,ci517563,2016-02-02T23:45:45.410Z,"8km W of Huron, CA",earthquake,1.55,31.61,,11,reviewed,ci,ci
1981-06-08T03:09:02.150Z,36.798,-121.683,4.813,4.14,ml,0,245.9,,0.734,ci,ci517358,2016-02-02T20:12:14.590Z,"3km NNW of Prunedale, CA",earthquake,,,0.107,12,reviewed,ci,ci
1981-05-20T17:21:31.570Z,36.9805,-120.9898333,4.813,3.8,ml,5,222,,0.2,ci,ci516330,2016-04-01T20:42:28.629Z,"15km SW of Los Banos, CA",earthquake,1.74,31.61,0.244,8,reviewed,ci,ci
1981-04-25T19:41:37.400Z,37.09,-121.885,10,4.4,mb,,,,,us,usp0001dc3,2014-11-07T00:29:20.489Z,Northern California,earthquake,,,,1,reviewed,brk,us
1981-04-11T23:47:12.190Z,38.0215,-121.6185,5.572,3.36,mh,8,206,,1.01,ci,ci514141,2016-04-02T19:31:44.989Z,"2km ENE of Bethel Island, CA",earthquake,6.88,31.61,0.303,6,reviewed,ci,ci
1981-03-15T11:21:38.700Z,37.843,-121.775,5,3.1,ml,,,,,us,usp0001cqe,2014-11-07T00:29:04.343Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1981-03-10T23:56:33.900Z,36.855,-121.668,4,3.4,ml,,,,,us,usp0001cn0,2014-11-07T00:29:03.895Z,Central California,earthquake,,,,,reviewed,brk,brk
1981-03-03T10:45:12.800Z,37.548,-121.945,8,4.2,mb,,,,,us,usp0001cgc,2014-11-07T00:29:00.884Z,"San Francisco Bay area, California",earthquake,,,,3,reviewed,brk,us
